,발생유형,발생원인,기상특보,선종,톤수,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
,0,정비불량,양호,고무보트,0.01,4.9,127,5.7,1020.9,69,22.4,23,0.8,0.5,0.4,3.8,83
,0,정비불량,양호,낚시어선,8.55,5.9,78,6.9,1023.7,77,18.8,22.8,0.7,0.5,0.3,3.4,66
,0,정비불량,양호,어선,4.99,5.7,90,7.1,1021.3,77,19.7,22.6,0.8,0.6,0.4,4,45
,0,정비불량,양호,예부선,70,3.3,347,4.3,1020.2,71,24.1,23.3,0.4,0.2,0.1,3.1,161
,0,정비불량,양호,어선,1.58,9.3,83,11.6,1020.8,71,24.1,26.2,1.6,0.8,0.6,4.3,92
,0,정비불량,양호,어선,21,5.1,111,6.5,1020.3,72,22.3,24.2,0.8,0.5,0.3,4.9,45
,0,정비불량,양호,어선,8.55,3.4,335,4.4,1021.7,72,23.6,23.3,0.2,0.1,0.1,2.5,33
,0,정비불량,양호,어선,2.57,4.9,69,6.9,1022.8,72,23.6,23.6,2.1,1.2,0.9,6.4,34
,0,관리소홀,양호,어선,1.88,2,34,3.2,1021.5,69,21.8,23.7,0.9,0.5,0.4,4.9,348
,0,정비불량,양호,모터보트,2.2,5.4,62,6.7,1020.6,71,24,25,0.7,0.5,0.4,3.2,29
,0,정비불량,양호,어선,69,3.1,299,3.9,1017.3,70,23.7,24.5,0.7,0.5,0.3,3.8,220
,0,정비불량,양호,모터보트,0.23,4.4,284,5.2,1016.3,58,24.6,24.7,0.8,0.5,0.3,2.9,305
,0,정비불량,황천5급,어선,69,10.1,308,12.6,1012.7,62,24.5,23.5,3.4,2.1,1.5,6.4,323
,0,정비불량,양호,어선,4.98,5.7,283,7.8,1013.5,62,22.6,24.2,1.3,0.8,0.6,3.8,270
,0,정비불량,양호,어선,1.49,5.6,250,6.9,1010.6,93,25.2,24.9,1.3,0.9,0.6,3.8,209
,0,정비불량,양호,모터보트,7.31,3.4,270,4.6,1010,83,26,23.3,0.1,0.1,0.1,2.5,0
,0,정비불량,황천5급,모터보트,0.48,8.3,250,9.9,1008.7,81,26.3,25.1,1.4,1,0.7,4,240
,0,정비불량,양호,낚시어선,9.77,5.9,233,7.8,1006.9,90,20.5,24,2.1,1.4,1,5.3,258
,0,정비불량,양호,어선,139,8.5,209,10.2,1007.3,90,19.8,24,2.1,1.4,1,5.8,252
,0,정비불량,양호,기타,0.53,1.8,272,3.7,1007.4,92,22,23.5,0.2,0.2,0.1,2.5,216
,0,정비불량,양호,고무보트,0,8.3,75,10,1013.4,76,23.8,24,1.8,1,0.7,4.6,97
,0,정비불량,양호,낚시어선,6.67,7.5,191,9.3,1011.7,81,24.2,24.1,0.8,0.5,0.3,2.7,148
,0,정비불량,양호,화물선,396,8,97,9.9,1013.6,80,23.7,23.5,1.3,0.8,0.6,4,104
,0,정비불량,양호,모터보트,0.3,8.1,61,9.7,1015.1,67,23.9,24.3,2.1,1.2,0.9,8,94
,0,정비불량,양호,어선,39,5.4,43,7.1,1017.2,67,23.1,24.4,2.5,1.5,1.1,7.1,98
,0,관리소홀,양호,모터보트,0.5,5,14,6,1014.5,70,24.9,24.6,0.6,0.4,0.3,2.4,16
,0,정비불량,양호,모터보트,1.98,2.2,101,3.1,1013.6,68,24,25,2.1,1.2,0.8,8,84
,0,정비불량,양호,어선,9.77,3.9,351,4.7,1013.9,81,22.4,22.5,1.2,0.8,0.5,4.2,344
,0,정비불량,양호,낚시어선,2.5,4.9,72,6.1,1012.3,68,22.5,24.3,1.2,0.7,0.5,5.3,328
,0,정비불량,양호,화물선,4252,4.1,37,5.1,1012.1,83,22,23.5,0.2,0.1,0.1,2.2,71
,0,정비불량,황천6급,어선,30,6.6,74,8.1,1014.7,67,24.3,23.6,2.2,1.4,1,5.8,98
,0,정비불량,양호,고무보트,0.87,4.1,117,5.6,1011.6,60,27,24.1,0.2,0.1,0.1,2.4,125
,0,정비불량,황천5급,어선,72,8.5,53,10,1017.1,64,22.8,24.9,2.2,1.2,0.8,5.9,270
,0,정비불량,양호,고무보트,0.05,8.1,71,9.9,1013.4,71,23.6,24.8,2.2,1.4,1,10.7,206
,0,정비불량,황천6급,어선,7.93,7.3,67,10.5,1016.9,71,24.7,25,2.1,1.4,1,5.3,110
,0,정비불량,양호,어선,2.99,6.3,102,11.1,1013.2,71,25.7,23.4,0.3,0.3,0.1,3,226
,0,정비불량,양호,어선,9.77,4.9,99,6.3,1019.7,62,25.2,25.3,2.5,1.5,1.1,8,349
,0,정비불량,양호,어선,2.99,7.9,74,9.4,1018.4,80,27,25.8,2.9,1.7,1.2,5.8,49
,0,정비불량,양호,모터보트,0.4,12.5,66,16.1,1016.1,71,25.5,25.5,3.4,2.1,1.5,5.3,78
,0,정비불량,양호,기타,1458,10.3,71,13.7,1016.6,77,25.7,25.8,2.5,1.6,1.2,4.9,60
,0,관리소홀,양호,낚시어선,7.93,3.7,86,4.4,1014.4,80,24.1,24.9,0.7,0.5,0.3,10.7,213
,0,정비불량,양호,화물선,498,6.5,95,8,1011.5,85,25.8,26.4,1.3,0.8,0.6,4.9,199
,0,정비불량,양호,어선,1.35,4.6,21,5.7,1012.1,80,27.6,26.3,0.4,0.2,0.2,12.8,229
,0,정비불량,황천6급,모터보트,2.89,6.4,359,8.2,1011.9,74,26.3,25.5,0.8,0.4,0.3,3,339
,0,정비불량,양호,어선,4.79,4,39,5,1011.3,82,24.6,25.8,1.1,0.5,0.3,10.7,190
,0,정비불량,양호,어선,1.49,1.2,138,1.8,1011.5,96,22.9,23.5,0.4,0.1,0.1,2.3,139
,0,정비불량,양호,낚시어선,9.77,5.4,249,6.6,1010,84,25.2,25.5,0.7,0.5,0.4,2.8,207
,0,정비불량,양호,어선,1.62,1.7,226,2.1,1010.4,79,25.9,23.5,0.5,0.1,0.1,3.3,37
,0,정비불량,황천5급,어선,24,2.9,341,3.8,1011.2,74,26.5,24.3,0.6,0.3,0.2,3.2,245
,0,정비불량,양호,어선,29,4.1,309,5.2,1012.8,75,25,25,0.6,0.4,0.3,3.2,293
,0,정비불량,양호,낚시어선,5.46,7.9,291,9.3,1012.3,78,24.8,24.8,1.1,0.6,0.5,3,304
,0,정비불량,양호,모터보트,2,5.1,44,6.6,1013.1,92,23.8,24.4,0.7,0.5,0.4,4.4,172
,0,정비불량,양호,어선,4.8,4.4,220,5.6,1012.6,82,25.1,26.2,1.1,0.6,0.4,3.3,196
,0,정비불량,양호,고무보트,1.78,1.4,323,2,1013.5,71,24.2,25.2,0.5,0.3,0.2,4.3,133
,0,정비불량,양호,어선,1.47,1.9,167,2.6,1013.9,79,26.4,25.8,0.8,0.5,0.3,7.1,52
,0,정비불량,양호,어선,3.57,2,99,2.6,1013.8,79,25,25.6,0.5,0.3,0.2,3.9,95
,0,정비불량,양호,어선,1.64,1.5,108,2.4,1013.4,80,26.8,26.6,1.2,0.7,0.5,6.4,44
,0,정비불량,양호,모터보트,0.32,2,87,3,1013.1,78,27,26.7,1.1,0.7,0.5,6.4,25
,0,관리소홀,양호,고무보트,0.07,1.8,173,2.9,1013.1,73,24.2,25,0.4,0.2,0.2,3.4,296
,0,관리소홀,양호,고무보트,0,2,88,3.2,1014.4,76,24,24.4,0.5,0.3,0.2,4.6,318
,0,정비불량,양호,어선,4.6,3.5,25,4.2,1013.3,86,24.1,25.4,0.6,0.4,0.3,3.7,215
,0,정비불량,양호,어선,84,1,344,1.8,1014.2,72,24.2,26.3,1,0.7,0.5,6.1,10
,0,정비불량,양호,어선,29,7.8,345,9.3,1012.2,73,25.3,27.7,1.3,0.7,0.5,3.4,343
,0,정비불량,양호,어선,4.15,3.2,289,3.9,1010.6,76,25.1,25.1,0.9,0.6,0.4,4,243
,0,정비불량,양호,어선,2.35,2.1,276,2.8,1009.7,62,25.9,25.5,0.7,0.5,0.3,7.1,111
,0,정비불량,양호,어선,89,7,31,8.5,1009.2,81,24.6,25,1.6,1,0.7,6.4,41
,0,정비불량,양호,고무보트,0.1,2.9,318,3.9,1009.5,67,25.1,25.5,0.9,0.6,0.4,4,244
,0,정비불량,양호,화물선,6542,3,282,4.8,1009.6,74,23.6,24.8,1.7,0.9,0.7,4.9,201
,0,정비불량,양호,화물선,1589,10.3,325,13,1008.3,85,22.4,24.3,2.8,1.8,1.3,6.4,9
,0,정비불량,양호,화물선,5683,4.9,277,6.1,1006,80,25.3,24.7,1.6,1.1,0.8,5.8,52
,0,정비불량,양호,화물선,497,5,297,6.3,1010.6,85,26,26.1,1.5,1,0.7,4.7,95
,0,정비불량,양호,어선,6.41,8.4,84,10.6,1013.4,74,27,27.9,3.1,2,1.4,6.4,31
,0,정비불량,양호,화물선,1589,9.4,53,11.3,1017.4,73,23.3,24.9,2.6,1.5,1.1,5.8,73
,0,관리소홀,양호,낚시어선,4.53,6.9,124,8.4,1016.5,76,23.6,24.6,1.3,0.7,0.5,4,112
,0,정비불량,양호,낚시어선,7.93,6.5,110,8,1016.7,76,23.5,25.8,1,0.7,0.5,3.8,80
,0,정비불량,양호,모터보트,1.18,8.5,62,11,1016.1,73,24.2,25.1,1.4,0.9,0.6,4,93
,0,정비불량,양호,모터보트,0.61,6.2,116,7.6,1016.3,70,24.7,25,1.1,0.6,0.4,3.8,123
,0,정비불량,양호,어선,38,9,104,10.7,1015.9,76,23.4,23.9,1.3,0.9,0.7,3.8,85
,0,정비불량,황천6급,어선,9.77,9.6,19,11.9,1015.7,69,25,25.1,2.2,1.4,1,5.3,25
,0,정비불량,양호,낚시어선,7.93,3.9,125,4.8,1014.4,75,24.8,24.9,0.8,0.5,0.4,3.6,80
,0,정비불량,양호,어선,1.92,7.5,16,9.1,1013.1,79,22.8,25.3,2.3,1.4,1,7.1,88
,0,연료고갈,양호,모터보트,0,5.5,134,7.1,1013.2,72,24.3,24.7,0.9,0.5,0.4,2.8,109
,0,정비불량,양호,어선,33,1.3,298,1.8,1009.8,82,26.3,28.5,1.8,1,0.6,6,218
,0,정비불량,양호,어선,29,9.8,21,12.3,1008.3,92,24.9,26.4,3.3,1.6,1.2,5.8,68
,0,정비불량,양호,어선,7.31,2.2,47,3,1008.4,67,25.5,25.9,0.5,0.3,0.2,3,127
,0,정비불량,양호,고무보트,0.03,2.8,62,4,1009,75,24.2,26,0.7,0.4,0.3,2.9,167
,0,정비불량,양호,어선,1.73,3.5,83,4.7,1009,75,22.1,26.1,0.5,0.3,0.2,3.2,74
,0,원인미상,양호,고무보트,0.05,3.1,83,4,1009.2,76,24.4,25.8,0.5,0.3,0.2,3,82
,0,정비불량,양호,고무보트,0.05,3.1,83,4,1009.2,76,24.4,25.8,0.5,0.3,0.2,3,82
,0,정비불량,양호,모터보트,0.3,2.8,109,3.9,1009,77,24.4,25.8,0.5,0.3,0.2,4.9,215
,0,정비불량,양호,낚시어선,7.31,5,130,5.7,1007.5,78,24.2,25.8,0.6,0.4,0.3,5.3,211
,0,정비불량,양호,모터보트,1.9,5.1,129,6.2,1007.2,75,23.8,25.8,0.7,0.4,0.3,5.3,208
,0,정비불량,양호,낚시어선,9.77,7.7,97,9.3,1005.2,93,24.9,27.3,1.4,0.8,0.6,4.5,105
,0,정비불량,황천5급,어선,89,5.2,67,6.6,1010.2,70,22.6,24.5,1.1,0.8,0.5,5.6,177
,0,정비불량,양호,어선,2.13,1.3,195,1.8,1009.4,81,22.1,25.1,0.3,0.1,0.1,4.6,87
,0,정비불량,양호,어선,4.2,10.5,48,13.1,1010.5,83,23.1,25.9,3.7,1.9,1.3,7.1,65
,0,정비불량,황천6급,어선,1.42,4,215,5.1,1010.7,88,28.2,27.1,1.3,0.7,0.5,5.3,40
,0,정비불량,양호,어선,3.9,6.8,201,9.3,1013.2,82,29.7,28.2,1.3,0.7,0.5,3.2,245
,0,배터리 방전,양호,모터보트,0.07,7.3,198,8.7,1012.4,89,21.8,25.6,1,0.6,0.4,3,206
,0,정비불량,풍랑주의보,요트,5,10.7,38,12.8,1014.7,90,21.6,24.1,1.2,0.7,0.6,2.8,29
,0,정비불량,양호,모터보트,3,2.5,261,3.2,1014.7,82,27.4,28,0.5,0.3,0.2,4.6,207
,0,정비불량,양호,낚시어선,3,3.9,220,4.5,1014.8,84,27.5,28.2,0.6,0.4,0.3,3.6,285
,0,정비불량,양호,유조선,2692,2.1,237,2.6,1014.4,83,27.4,28.6,0.7,0.4,0.3,4.6,240
,0,정비불량,양호,어선,4,2.7,116,3.4,1014.2,63,27.2,26.1,0.4,0.2,0.2,4.3,140
,0,관리소홀,양호,모터보트,3.07,3.5,349,4.4,1014.8,69,27.9,26.2,0.7,0.5,0.3,4.3,38
,0,정비불량,양호,어선,1.83,8.8,237,10.6,1012.4,86,26.6,26.5,0.9,0.6,0.5,3.8,224
,0,관리소홀,황천5급,어선,9.77,4.5,209,5.6,1012,69,26.3,26.2,0.7,0.4,0.3,5.8,19
,0,정비불량,양호,모터보트,0.78,6.9,242,8.7,1013.8,88,27.3,26.7,1.3,0.6,0.5,3.4,230
,0,정비불량,양호,어선,3,6.4,100,8.1,1014.1,75,23.4,26.2,0.9,0.6,0.4,3.4,59
,0,정비불량,양호,어선,3,2.3,2,3.4,1012.9,70,26.6,25.5,0.5,0.3,0.2,5.8,274
,0,정비불량,양호,예부선,16,3,336,3.9,1012.7,70,26.5,25.5,0.6,0.4,0.3,3.4,296
,0,정비불량,양호,고무보트,0.89,6.5,187,7.9,1011.9,73,27.8,26,0.9,0.7,0.5,5.8,16
,0,정비불량,양호,화물선,5683,1.4,210,1.8,1012.9,65,27.3,26.3,0.6,0.4,0.3,5.8,149
,0,정비불량,양호,모터보트,0.01,1.5,54,2.5,1014.8,77,24.6,25.8,0.8,0.5,0.3,6.4,222
,0,관리소홀,황천5급,어선,89,4.7,266,5.7,1011.5,88,26,24.4,1.3,1,0.7,6.4,198
,0,정비불량,양호,어선,1.07,7.7,247,9.8,1012.8,87,25.3,26,1.3,0.8,0.6,5.3,215
,0,정비불량,양호,어선,29,7.2,216,8.6,1013.4,85,28.7,27.6,1.9,1,0.7,5.3,249
,0,정비불량,양호,어선,1.29,5,236,5.9,1013.1,93,28,26.5,1.2,0.7,0.5,7.1,210
,0,정비불량,양호,어선,1.3,7.7,238,10,1012.9,93,28.1,26.4,1.7,1,0.7,7.1,46
,0,연료고갈,양호,기타,13,5,246,6.4,1013.7,86,25.7,25.8,1.9,1,0.7,7.1,189
,0,정비불량,양호,모터보트,0,7,243,8.1,1013.6,84,26.2,26.3,2.1,1,0.7,8,223
,0,정비불량,황천5급,어선,87,1.4,354,2.2,1011.6,88,26.7,25.2,1.9,1.3,0.9,6.4,206
,0,정비불량,양호,어선,7.93,5.9,152,7.5,1010.4,98,24,23.7,0.5,0.4,0.3,4.3,354
,0,정비불량,양호,어선,9.77,7.4,214,9.4,1009.6,89,28.2,26.9,3.3,2.3,1.6,6.4,216
,0,정비불량,양호,어선,1.67,3.9,201,4.9,1007.6,91,26,24.9,0.9,0.6,0.5,8,199
,0,정비불량,양호,어선,4.26,3.4,253,4.3,1005.1,88,26.8,25.3,1.4,0.9,0.6,8,190
,0,재질불량,양호,어선,3.73,7.6,175,11,1009.1,84,22.3,27.7,1.2,0.8,0.6,6.4,212
,0,정비불량,양호,어선,9.77,5.4,221,6.5,1010.7,87,22.3,25.4,1.1,0.7,0.5,6.4,211
,0,정비불량,양호,어선,3.19,3,191,3.8,1009.9,82,26.9,25.6,1.5,0.9,0.6,5.3,308
,0,정비불량,황천6급,낚시어선,3,8.8,227,10.6,1008.5,86,28.4,26.2,3.2,1.6,1.1,4.6,238
,0,정비불량,양호,어선,3,1.9,201,2.5,1009.9,84,24.8,24,0.2,0.1,0.1,2.1,222
,0,관리소홀,양호,모터보트,1.3,4.3,261,5.5,1010.2,77,26,26.2,2.1,1.3,0.9,6.4,209
,0,정비불량,황천6급,어선,15,9.1,177,11.1,1009.7,90,28,26.2,2,1.2,0.9,5.3,153
,0,정비불량,양호,어선,29,8.1,175,10.1,1007.5,85,27.3,27,1.1,0.8,0.5,3.2,84
,0,정비불량,양호,모터보트,0.2,4.4,139,5.4,1012.5,74,26.2,26.9,1,0.6,0.4,6.4,122
,0,정비불량,양호,어선,29,5.8,130,7.2,1011.7,81,28.1,27.3,1.3,0.9,0.6,3.6,141
,0,정비불량,양호,어선,39,2.7,122,3.4,1012.2,81,26.2,25.7,1,0.6,0.4,6.4,145
,0,정비불량,양호,어선,6.67,2.9,190,3.6,1010.2,82,27.5,26.2,1,0.7,0.5,6.4,109
,0,정비불량,양호,화물선,4914,6.6,12,8.3,1008,73,20.9,25.7,2.5,1.6,1.1,7.1,63
,0,정비불량,양호,어선,2.04,9.5,40,11.8,1006.4,71,25.3,25.5,2.8,1.8,1.3,6.4,71
,0,정비불량,양호,어선,6.67,9.8,86,12.3,1010.5,85,25.5,25.8,2.8,1.9,1.3,5,88
,0,정비불량,양호,어선,4.01,11.5,83,14.2,1012.7,71,26,26.6,2,1.4,1,4.9,98
,0,정비불량,양호,모터보트,2.72,1.6,286,2,1012.8,67,27,26.6,0.2,0.1,0.1,4.3,40
,0,재질불량,양호,고무보트,0.5,3.7,113,4.5,1014,75,20.7,27.2,0.9,0.6,0.4,8,214
,0,정비불량,양호,모터보트,2.01,4.7,112,5.8,1012.5,75,26.3,27.5,0.8,0.5,0.3,7.1,220
,0,기상악화,양호,고무보트,0,5.8,31,7.7,1011.2,83,27.3,26.4,2.4,1.6,1.2,8,179
,0,재질불량,양호,모터보트,0.75,5.1,105,6,1012.1,80,21.5,27.3,0.9,0.5,0.4,6.4,218
,0,배터리 방전,양호,낚시어선,9.77,4.2,77,5,1010.7,78,23.8,27,0.7,0.4,0.3,7.1,222
,0,정비불량,양호,낚시어선,3,7.6,11,10,1009.2,77,25.2,26.3,3.9,1.9,1.3,6.4,78
,0,재질불량,양호,모터보트,0.71,3,222,4.4,1006.7,78,23,27.6,0.7,0.5,0.4,6.4,211
,0,정비불량,양호,어선,69,0.9,128,2.3,1007.8,80,27.6,27.4,2.2,1.2,0.8,8,36
,0,정비불량,양호,어선,4.99,3.3,182,4.8,1010.6,82,25.5,27.2,3.5,2,1.4,9.1,55
,0,정비불량,양호,어선,2.86,1.2,353,2.6,1009.1,94,24.7,22.5,1.1,0.8,0.5,5.2,212
,0,정비불량,양호,유조선,2178,1.6,47,2.5,1009.7,81,25.9,26.5,0.5,0.1,0.1,2.6,89
,0,정비불량,양호,여객선,309,3.8,205,5.1,1008.1,78,29.5,28.5,1.4,0.8,0.5,8,107
,0,정비불량,양호,어선,29,2.7,172,5.1,1008.8,76,29.7,29.2,1.3,0.7,0.5,8,154
,0,정비불량,양호,모터보트,0.98,4,353,5.1,1003.5,78,26.7,26.7,0.8,0.1,0.1,4,274
,0,정비불량,황천5급,모터보트,11.1,6.2,22,8.4,999,79,26.4,28.1,2.3,1.4,1,4.9,97
,0,정비불량,양호,모터보트,1.26,1.3,353,2.2,1001.3,88,26.2,25.6,0.2,0,0,2,20
,0,정비불량,양호,어선,3.21,1.8,90,2.5,1004.3,73,28.1,28.6,1.7,1.1,0.8,4.9,92
,0,정비불량,양호,모터보트,1.63,1.4,161,2.4,1004.9,79,28.8,29,1.2,0.8,0.5,4.6,97
,0,정비불량,양호,모터보트,1.01,6.6,8,8.3,1003,77,26.9,27.9,1.2,0.7,0.5,3.6,357
,0,정비불량,양호,모터보트,4.05,3.2,57,4.4,1002.6,81,29.6,29.1,1.3,0.8,0.6,10.7,205
,0,운항부주의,양호,낚시어선,9.77,2.9,16,3.4,1004.1,96,23.7,23,0.3,0.2,0.2,3.6,254
,0,정비불량,양호,모터보트,0.54,3.4,32,4.2,1001.4,80,28.6,28.8,0.8,0.6,0.4,9.1,208
,0,배터리 방전,양호,어선,9.77,1.3,86,2,1003.7,82,29.1,29.7,0.6,0.4,0.3,2.9,263
,0,정비불량,양호,모터보트,0.6,4.2,154,4.9,1003,90,29.8,28.2,0.4,0.2,0.2,2.5,180
,0,정비불량,양호,낚시어선,9.77,4.6,67,5.5,1004.5,82,24.8,28.3,0.6,0.4,0.3,6.4,239
,0,정비불량,양호,어선,1.91,4.8,26,5.9,1003.7,83,28.2,28.6,0.9,0.5,0.4,6.4,193
,0,정비불량,양호,어선,24,2.9,120,3.3,1007.9,81,29.3,28.8,1.6,0.9,0.7,6.4,186
,0,정비불량,양호,어선,42,1.7,148,2.2,1007.8,74,27.6,26.3,0.7,0.3,0.2,2.6,237
,0,재질불량,양호,어선,55,2.6,223,3.7,1002.9,87,27.3,27,0.7,0.4,0.3,8,212
,0,정비불량,양호,어선,1.36,6.1,226,7.2,1003.3,92,30.5,28.7,0.7,0.5,0.3,3,189
,0,정비불량,양호,어선,1.97,2.7,154,3.7,1003.3,90,28,26.8,1,0.6,0.4,8,218
,0,정비불량,양호,고무보트,0,4.1,157,4.8,1000.9,94,29.7,28.5,0.7,0.4,0.3,3.8,189
,0,정비불량,양호,모터보트,3.2,2.3,201,3,1000.5,83,28.8,29.3,0.9,0.6,0.4,8,219
,0,관리소홀,양호,어선,2.84,6.3,155,7.8,1001.8,88,29.7,28.6,1.2,0.8,0.5,3.8,158
,0,정비불량,양호,요트,5,0.3,21,1.4,1001.9,85,28.2,28,0.9,0.5,0.4,2.1,357
,0,정비불량,양호,어선,4.33,3.6,229,4.3,1000.8,85,28.7,27.9,1.3,0.8,0.6,6.4,214
,0,정비불량,양호,요트,6.8,5.7,225,6.6,1000.3,87,27.7,27.8,1,0.6,0.4,4.3,216
,0,정비불량,양호,어선,60,4.4,245,5.6,1002.3,88,28.2,27.7,1.7,1,0.7,4.3,237
,0,정비불량,양호,낚시어선,3,2.5,148,3.3,1000.7,94,23.6,23.8,0.1,0.1,0,2.8,97
,0,정비불량,양호,어선,9.77,5.1,198,6.3,1001.3,92,28.3,27.4,1.2,0.8,0.6,9.1,189
,0,정비불량,양호,고무보트,0,6.5,184,7.6,1000.9,87,28.5,27.9,1.6,1,0.7,8,230
,0,정비불량,양호,어선,4.98,3.9,223,5.2,1002,73,27.4,28.2,0.9,0.4,0.3,9.1,204
,0,정비불량,양호,고무보트,0,7.4,237,9.2,1001.7,87,29.3,28.3,1.6,0.7,0.5,2.9,250
,0,정비불량,양호,어선,3.27,7.6,204,8.9,1000.8,85,28.3,27.8,1,0.7,0.5,8,48
,0,정비불량,양호,어선,7.93,3.2,164,4.3,1002.6,75,29,28.3,1.1,0.7,0.5,6.4,56
,0,운항부주의,양호,어선,20,2.5,53,3.4,1003.4,75,28,28.5,1.3,0.8,0.6,6.4,75
,0,정비불량,양호,어선,9.77,2.2,99,2.8,1004,89,26,25.2,1.3,0.8,0.6,6.5,222
,0,정비불량,양호,요트,6.04,4.8,18,6.1,1004.2,79,26.9,27,1.6,1.1,0.7,8,224
,0,정비불량,양호,어선,1.98,3.8,2,5,1003.6,83,28.7,27.4,0.7,0.4,0.3,4,17
,0,정비불량,양호,화물선,4252,2.2,136,2.5,1002.6,76,26.2,24.4,0.1,0,0,16,270
,0,정비불량,양호,유조선,164,4.7,56,6,1003.1,84,29.6,28.3,0.9,0.5,0.3,8,233
,0,정비불량,양호,요트,4.21,6,75,7.5,1002.6,90,27.5,26.3,2.4,1.4,1,8,203
,0,배터리 방전,양호,모터보트,4.2,4,35,5,1004.4,77,30.3,28.3,1.1,0.7,0.5,9.1,255
,0,정비불량,양호,어선,2.61,3.5,142,5.7,1002.7,81,26.4,24.7,2.8,1.7,1.3,6.8,172
,0,정비불량,양호,어선,4.99,7.1,82,9.2,1004.7,78,26.8,26.9,2.4,1.5,1.1,9.1,224
,0,정비불량,양호,고무보트,0.1,6.2,82,8.1,1005.2,80,27,26.8,2.7,1.6,1.2,10.7,228
,0,정비불량,양호,모터보트,2.26,2.2,133,2.8,1008.3,84,28.3,27.4,0.4,0.2,0.2,4.3,68
,0,관리소홀,양호,모터보트,3.57,7.1,90,9,1006.3,74,26.7,25.9,3.5,2.1,1.5,12.8,195
,0,정비불량,양호,어선,1.42,2.7,138,3.5,1008.4,88,29.5,27.7,0.9,0.5,0.4,10.7,247
,0,정비불량,양호,어선,29,3.5,135,4.5,1009.4,81,28.6,27.9,0.5,0.3,0.2,4.3,116
,0,정비불량,양호,모터보트,2.5,3.1,10,3.7,1007,80,24.2,28.3,0.6,0.4,0.3,9.1,250
,0,정비불량,양호,모터보트,3,2.7,15,3.2,1006.9,78,23.7,28.5,0.7,0.4,0.3,9.1,225
,0,정비불량,양호,모터보트,4.4,7.4,66,9.3,1009.4,89,27,26.6,1.7,1,0.7,10.7,193
,0,정비불량,양호,어선,4.99,4.1,82,7.4,1008.1,72,26.8,23.8,0.3,0.1,0,2.5,27
,0,정비불량,양호,모터보트,2.47,7.9,62,10,1009.2,88,26.8,26.5,1.5,1,0.7,4.9,60
,0,정비불량,양호,화물선,4441,1.6,356,2.1,1008.7,93,25.6,24.4,0.6,0.4,0.3,5.8,222
,0,배터리 방전,양호,모터보트,4.4,9.7,85,13.6,1006,83,29.6,27.4,2.9,1.7,1.2,9.1,156
,0,정비불량,양호,화물선,1997,3.2,41,3.8,1009.2,93,24,24.8,0.7,0.4,0.3,4.9,216
,0,정비불량,양호,예부선,94,3.7,59,4.5,1011.2,93,28.7,26.9,1.1,0.6,0.5,4.3,56
,0,정비불량,양호,어선,3,6.1,48,7.4,1011.9,90,29.1,27.6,1.3,0.8,0.6,5.3,83
,0,정비불량,양호,어선,1.23,2,64,2.6,1010.6,84,24.5,23.3,0.3,0.1,0,2,31
,0,관리소홀,양호,어선,9.77,3.4,82,4.3,1013.6,80,26.9,27.9,1,0.6,0.5,4.9,120
,0,정비불량,양호,어선,1.95,8.6,58,10.7,1013,85,26.7,26.8,1.7,1.1,0.8,5.3,61
,0,정비불량,양호,어선,1.28,8.6,58,10.7,1013,85,26.7,26.8,1.7,1.1,0.8,5.3,61
,0,정비불량,양호,기타,0,7.3,71,9.6,1012.8,83,27.4,27.4,1,0.6,0.4,3.2,82
,0,정비불량,양호,화물선,1589,3.9,159,4.7,1015.3,87,29.4,27.6,0.5,0.3,0.2,2.5,174
,0,정비불량,양호,어선,6.67,0.9,311,1.3,1015.8,89,27.9,27.3,0.4,0.2,0.2,2.6,143
,0,정비불량,양호,어선,15,0.8,296,1.2,1015.8,89,27.7,27.1,0.3,0.2,0.1,4.6,70
,0,정비불량,양호,기타,12.5,1.8,155,2.3,1013,80,23.7,27,0.6,0.4,0.3,4.3,207
,0,정비불량,양호,모터보트,0.1,6.9,77,8,1011.2,82,26.4,27.4,1.2,0.7,0.5,3.6,67
,0,정비불량,양호,낚시어선,9.77,3,94,3.5,1011.1,77,26.7,26.4,0.5,0.3,0.2,2.7,131
,0,정비불량,양호,어선,29,8.6,93,10.2,1009.1,83,27.2,27.9,1.7,1.1,0.8,3.8,94
,0,정비불량,양호,모터보트,1.34,7.2,75,8.7,1011.6,75,26.6,27.1,1.2,0.8,0.5,3.8,88
,0,운항부주의,양호,낚시어선,9.77,2.8,97,3.3,1012.4,82,25,26.3,0.5,0.3,0.2,5.8,239
,0,정비불량,양호,모터보트,1.7,2.8,73,3.7,1011.9,89,25.3,25.2,0.5,0.3,0.2,4.6,230
,0,정비불량,양호,모터보트,1.17,3.4,77,4.5,1012.1,88,22.2,25.7,0.5,0.3,0.2,3.8,209
,0,정비불량,양호,어선,2.99,3.1,288,3.9,1013.6,86,22.2,26.9,0.7,0.4,0.3,5.3,240
,0,정비불량,양호,예부선,355,1.2,293,1.6,1014.9,85,25.8,23.8,0.7,0.1,0.1,3.6,313
,0,정비불량,양호,어선,6.27,3.3,89,4,1017.2,86,26.1,25.6,0.4,0.2,0.2,3.4,90
